url,page_title,section,content_type,question,answer,raw_text,links_on_page
https://www.ntc.net.np/services/fiber-to-the-home-ftth,NT | Fiber To The Home - FTTH,S.No,table,What is the information about 'S.No' from NT | Fiber To The Home - FTTH?,S.No: 32 | District: Kaski | Contact Office: Sisuwa | Contact Number: 061-561715,S.No: 32 | District: Kaski | Contact Office: Sisuwa | Contact Number: 061-561715,
https://www.ntc.net.np/services/fiber-to-the-home-ftth,NT | Fiber To The Home - FTTH,S.No,table,What is the information about 'S.No' from NT | Fiber To The Home - FTTH?,"S.No: 33 | District: Kathmandu | Contact Office: Naxal | Contact Number: 014530660, 014516666","S.No: 33 | District: Kathmandu | Contact Office: Naxal | Contact Number: 014530660, 014516666",
https://www.ntc.net.np/services/fiber-to-the-home-ftth,NT | Fiber To The Home - FTTH,S.No,table,What is the information about 'S.No' from NT | Fiber To The Home - FTTH?,"S.No: 34 | District: Kathmandu | Contact Office: Sundhara | Contact Number: 01-5700100, 01-5700108","S.No: 34 | District: Kathmandu | Contact Office: Sundhara | Contact Number: 01-5700100, 01-5700108",
https://www.ntc.net.np/services/fiber-to-the-home-ftth,NT | Fiber To The Home - FTTH,S.No,table,What is the information about 'S.No' from NT | Fiber To The Home - FTTH?,"S.No: 35 | District: Kathmandu | Contact Office: Naxal | Contact Number: 014530660, 014516666","S.No: 35 | District: Kathmandu | Contact Office: Naxal | Contact Number: 014530660, 014516666",
https://www.ntc.net.np/services/fiber-to-the-home-ftth,NT | Fiber To The Home - FTTH,S.No,table,What is the information about 'S.No' from NT | Fiber To The Home - FTTH?,S.No: 36 | District: Kathmandu | Contact Office: Chhauni | Contact Number: 014285001,S.No: 36 | District: Kathmandu | Contact Office: Chhauni | Contact Number: 014285001,
https://www.ntc.net.np/services/fiber-to-the-home-ftth,NT | Fiber To The Home - FTTH,S.No,table,What is the information about 'S.No' from NT | Fiber To The Home - FTTH?,"S.No: 37 | District: Kathmandu | Contact Office: Kirtipur | Contact Number: 014331888, 014331666","S.No: 37 | District: Kathmandu | Contact Office: Kirtipur | Contact Number: 014331888, 014331666",
https://www.ntc.net.np/services/fiber-to-the-home-ftth,NT | Fiber To The Home - FTTH,S.No,table,What is the information about 'S.No' from NT | Fiber To The Home - FTTH?,"S.No: 38 | District: Kathmandu | Contact Office: Balambu | Contact Number: 014315606, 014312012","S.No: 38 | District: Kathmandu | Contact Office: Balambu | Contact Number: 014315606, 014312012",
https://www.ntc.net.np/services/fiber-to-the-home-ftth,NT | Fiber To The Home - FTTH,S.No,table,What is the information about 'S.No' from NT | Fiber To The Home - FTTH?,"S.No: 39 | District: Kathmandu | Contact Office: Naikap | Contact Number: 014315606, 014312000","S.No: 39 | District: Kathmandu | Contact Office: Naikap | Contact Number: 014315606, 014312000",
https://www.ntc.net.np/services/fiber-to-the-home-ftth,NT | Fiber To The Home - FTTH,S.No,table,What is the information about 'S.No' from NT | Fiber To The Home - FTTH?,S.No: 40 | District: Kathmandu | Contact Office: Gongabu | Contact Number: 014350350,S.No: 40 | District: Kathmandu | Contact Office: Gongabu | Contact Number: 014350350,
https://www.ntc.net.np/services/fiber-to-the-home-ftth,NT | Fiber To The Home - FTTH,S.No,table,What is the information about 'S.No' from NT | Fiber To The Home - FTTH?,"S.No: 41 | District: Kathmandu | Contact Office: Hattigaunda | Contact Number: 014372700, 014374800","S.No: 41 | District: Kathmandu | Contact Office: Hattigaunda | Contact Number: 014372700, 014374800",
https://www.ntc.net.np/services/fiber-to-the-home-ftth,NT | Fiber To The Home - FTTH,S.No,table,What is the information about 'S.No' from NT | Fiber To The Home - FTTH?,"S.No: 42 | District: Kathmandu | Contact Office: Gothatar(Thimi) | Contact Number: 016632600, 016632700","S.No: 42 | District: Kathmandu | Contact Office: Gothatar(Thimi) | Contact Number: 016632600, 016632700",
https://www.ntc.net.np/services/fiber-to-the-home-ftth,NT | Fiber To The Home - FTTH,S.No,table,What is the information about 'S.No' from NT | Fiber To The Home - FTTH?,"S.No: 43 | District: Kathmandu | Contact Office: Babarmahal | Contact Number: 014786628, 014786633","S.No: 43 | District: Kathmandu | Contact Office: Babarmahal | Contact Number: 014786628, 014786633",
https://www.ntc.net.np/services/fiber-to-the-home-ftth,NT | Fiber To The Home - FTTH,S.No,table,What is the information about 'S.No' from NT | Fiber To The Home - FTTH?,"S.No: 44 | District: Kathmandu | Contact Office: Chabahil | Contact Number: 014479200, 015903390","S.No: 44 | District: Kathmandu | Contact Office: Chabahil | Contact Number: 014479200, 015903390",
https://www.ntc.net.np/services/fiber-to-the-home-ftth,NT | Fiber To The Home - FTTH,S.No,table,What is the information about 'S.No' from NT | Fiber To The Home - FTTH?,"S.No: 45 | District: Kathmandu | Contact Office: Jorpati | Contact Number: 014913944, 014911200","S.No: 45 | District: Kathmandu | Contact Office: Jorpati | Contact Number: 014913944, 014911200",
https://www.ntc.net.np/services/fiber-to-the-home-ftth,NT | Fiber To The Home - FTTH,S.No,table,What is the information about 'S.No' from NT | Fiber To The Home - FTTH?,"S.No: 46 | District: Kathmandu | Contact Office: Kapan | Contact Number: 014812792, 014823666","S.No: 46 | District: Kathmandu | Contact Office: Kapan | Contact Number: 014812792, 014823666",
https://www.ntc.net.np/services/fiber-to-the-home-ftth,NT | Fiber To The Home - FTTH,S.No,table,What is the information about 'S.No' from NT | Fiber To The Home - FTTH?,"S.No: 47 | District: Kathmandu | Contact Office: Indrayani | Contact Number: 014450000, 014450466","S.No: 47 | District: Kathmandu | Contact Office: Indrayani | Contact Number: 014450000, 014450466",
https://www.ntc.net.np/services/fiber-to-the-home-ftth,NT | Fiber To The Home - FTTH,S.No,table,What is the information about 'S.No' from NT | Fiber To The Home - FTTH?,S.No: 48 | District: Kavre | Contact Office: Banepa | Contact Number: 011-499122,S.No: 48 | District: Kavre | Contact Office: Banepa | Contact Number: 011-499122,
https://www.ntc.net.np/services/fiber-to-the-home-ftth,NT | Fiber To The Home - FTTH,S.No,table,What is the information about 'S.No' from NT | Fiber To The Home - FTTH?,"S.No: 49 | District: Kavre | Contact Office: Banepa | Contact Number: 011-662222 , 011-664601","S.No: 49 | District: Kavre | Contact Office: Banepa | Contact Number: 011-662222 , 011-664601",
https://www.ntc.net.np/services/fiber-to-the-home-ftth,NT | Fiber To The Home - FTTH,S.No,table,What is the information about 'S.No' from NT | Fiber To The Home - FTTH?,"S.No: 50 | District: Kavre | Contact Office: Banepa | Contact Number: 011-662308, 011-661066","S.No: 50 | District: Kavre | Contact Office: Banepa | Contact Number: 011-662308, 011-661066",
https://www.ntc.net.np/services/fiber-to-the-home-ftth,NT | Fiber To The Home - FTTH,S.No,table,What is the information about 'S.No' from NT | Fiber To The Home - FTTH?,S.No: 51 | District: Kavre | Contact Office: Banepa | Contact Number: 011-499111,S.No: 51 | District: Kavre | Contact Office: Banepa | Contact Number: 011-499111,
https://www.ntc.net.np/services/fiber-to-the-home-ftth,NT | Fiber To The Home - FTTH,S.No,table,What is the information about 'S.No' from NT | Fiber To The Home - FTTH?,"S.No: 52 | District: Lalitpur | Contact Office: Patan | Contact Number: 015450499, 015551988","S.No: 52 | District: Lalitpur | Contact Office: Patan | Contact Number: 015450499, 015551988",
https://www.ntc.net.np/services/fiber-to-the-home-ftth,NT | Fiber To The Home - FTTH,S.No,table,What is the information about 'S.No' from NT | Fiber To The Home - FTTH?,S.No: 53 | District: Lalitpur | Contact Office: Lubhu | Contact Number: 016633700,S.No: 53 | District: Lalitpur | Contact Office: Lubhu | Contact Number: 016633700,
https://www.ntc.net.np/services/fiber-to-the-home-ftth,NT | Fiber To The Home - FTTH,S.No,table,What is the information about 'S.No' from NT | Fiber To The Home - FTTH?,"S.No: 54 | District: Lalitpur | Contact Office: Saibu | Contact Number: 015592200, 015590900","S.No: 54 | District: Lalitpur | Contact Office: Saibu | Contact Number: 015592200, 015590900",
https://www.ntc.net.np/services/fiber-to-the-home-ftth,NT | Fiber To The Home - FTTH,S.No,table,What is the information about 'S.No' from NT | Fiber To The Home - FTTH?,S.No: 55 | District: Lalitpur | Contact Office: Thaiba | Contact Number: 015552772,S.No: 55 | District: Lalitpur | Contact Office: Thaiba | Contact Number: 015552772,
https://www.ntc.net.np/services/fiber-to-the-home-ftth,NT | Fiber To The Home - FTTH,S.No,table,What is the information about 'S.No' from NT | Fiber To The Home - FTTH?,S.No: 56 | District: Lalitpur | Contact Office: Thecho | Contact Number: 015570000,S.No: 56 | District: Lalitpur | Contact Office: Thecho | Contact Number: 015570000,
https://www.ntc.net.np/services/fiber-to-the-home-ftth,NT | Fiber To The Home - FTTH,S.No,table,What is the information about 'S.No' from NT | Fiber To The Home - FTTH?,S.No: 57 | District: Lalitpur | Contact Office: Gwarko | Contact Number: 015524772,S.No: 57 | District: Lalitpur | Contact Office: Gwarko | Contact Number: 015524772,
https://www.ntc.net.np/services/fiber-to-the-home-ftth,NT | Fiber To The Home - FTTH,S.No,table,What is the information about 'S.No' from NT | Fiber To The Home - FTTH?,"S.No: 58 | District: Makawanpur | Contact Office: Hetauda | Contact Number: 057-522044, 057-520708, 057-520198","S.No: 58 | District: Makawanpur | Contact Office: Hetauda | Contact Number: 057-522044, 057-520708, 057-520198",
https://www.ntc.net.np/services/fiber-to-the-home-ftth,NT | Fiber To The Home - FTTH,S.No,table,What is the information about 'S.No' from NT | Fiber To The Home - FTTH?,"S.No: 59 | District: Mayagdi | Contact Office: Beni | Contact Number: 069-520111, 069-520122, 069-520198","S.No: 59 | District: Mayagdi | Contact Office: Beni | Contact Number: 069-520111, 069-520122, 069-520198",
https://www.ntc.net.np/services/fiber-to-the-home-ftth,NT | Fiber To The Home - FTTH,S.No,table,What is the information about 'S.No' from NT | Fiber To The Home - FTTH?,"S.No: 60 | District: Morang | Contact Office: Biratnagar | Contact Number: 021-524103, 021-524500","S.No: 60 | District: Morang | Contact Office: Biratnagar | Contact Number: 021-524103, 021-524500",
https://www.ntc.net.np/services/fiber-to-the-home-ftth,NT | Fiber To The Home - FTTH,S.No,table,What is the information about 'S.No' from NT | Fiber To The Home - FTTH?,"S.No: 61 | District: Nawalparasi | Contact Office: Bardaghat | Contact Number: 075-580101,","S.No: 61 | District: Nawalparasi | Contact Office: Bardaghat | Contact Number: 075-580101,",
https://www.ntc.net.np/services/fiber-to-the-home-ftth,NT | Fiber To The Home - FTTH,S.No,table,What is the information about 'S.No' from NT | Fiber To The Home - FTTH?,S.No: 62 | District: Nawalparasi | Contact Office: Parasi | Contact Number: 078-520666,S.No: 62 | District: Nawalparasi | Contact Office: Parasi | Contact Number: 078-520666,
https://www.ntc.net.np/services/fiber-to-the-home-ftth,NT | Fiber To The Home - FTTH,S.No,table,What is the information about 'S.No' from NT | Fiber To The Home - FTTH?,"S.No: 63 | District: Nawalparasi | Contact Office: NT Office Gaidakot | Contact Number: 078-501234, 078-503222","S.No: 63 | District: Nawalparasi | Contact Office: NT Office Gaidakot | Contact Number: 078-501234, 078-503222",
https://www.ntc.net.np/services/fiber-to-the-home-ftth,NT | Fiber To The Home - FTTH,S.No,table,What is the information about 'S.No' from NT | Fiber To The Home - FTTH?,"S.No: 64 | District: Nawalparasi (Bardaghat Susta East) | Contact Office: NT Office Kawasoti | Contact Number: 078-540066, 078-540166","S.No: 64 | District: Nawalparasi (Bardaghat Susta East) | Contact Office: NT Office Kawasoti | Contact Number: 078-540066, 078-540166",
https://www.ntc.net.np/services/fiber-to-the-home-ftth,NT | Fiber To The Home - FTTH,S.No,table,What is the information about 'S.No' from NT | Fiber To The Home - FTTH?,S.No: 65 | District: Palpa | Contact Office: Palpa | Contact Number: 075-521198,S.No: 65 | District: Palpa | Contact Office: Palpa | Contact Number: 075-521198,
https://www.ntc.net.np/services/fiber-to-the-home-ftth,NT | Fiber To The Home - FTTH,S.No,table,What is the information about 'S.No' from NT | Fiber To The Home - FTTH?,S.No: 66 | District: Parbat | Contact Office: Kusma | Contact Number: 067-420198,S.No: 66 | District: Parbat | Contact Office: Kusma | Contact Number: 067-420198,
https://www.ntc.net.np/services/fiber-to-the-home-ftth,NT | Fiber To The Home - FTTH,S.No,table,What is the information about 'S.No' from NT | Fiber To The Home - FTTH?,"S.No: 67 | District: Parsa | Contact Office: Birgunj | Contact Number: 051-521168, 051-522323","S.No: 67 | District: Parsa | Contact Office: Birgunj | Contact Number: 051-521168, 051-522323",
https://www.ntc.net.np/services/fiber-to-the-home-ftth,NT | Fiber To The Home - FTTH,S.No,table,What is the information about 'S.No' from NT | Fiber To The Home - FTTH?,S.No: 68 | District: Parbat | Contact Office: Kushma Parwat,S.No: 68 | District: Parbat | Contact Office: Kushma Parwat,
https://www.ntc.net.np/services/fiber-to-the-home-ftth,NT | Fiber To The Home - FTTH,S.No,table,What is the information about 'S.No' from NT | Fiber To The Home - FTTH?,S.No: 69 | District: Pyuthan | Contact Office: Bijuwar | Contact Number: 086-420054,S.No: 69 | District: Pyuthan | Contact Office: Bijuwar | Contact Number: 086-420054,
https://www.ntc.net.np/services/fiber-to-the-home-ftth,NT | Fiber To The Home - FTTH,S.No,table,What is the information about 'S.No' from NT | Fiber To The Home - FTTH?,S.No: 70 | District: Rukum (West) | Contact Office: Rukum | Contact Number: 089-430001,S.No: 70 | District: Rukum (West) | Contact Office: Rukum | Contact Number: 089-430001,
https://www.ntc.net.np/services/fiber-to-the-home-ftth,NT | Fiber To The Home - FTTH,S.No,table,What is the information about 'S.No' from NT | Fiber To The Home - FTTH?,S.No: 71 | District: Rupendahi | Contact Office: Bhairahawa | Contact Number: 071-520599,S.No: 71 | District: Rupendahi | Contact Office: Bhairahawa | Contact Number: 071-520599,
https://www.ntc.net.np/services/fiber-to-the-home-ftth,NT | Fiber To The Home - FTTH,S.No,table,What is the information about 'S.No' from NT | Fiber To The Home - FTTH?,S.No: 72 | District: Rupendahi | Contact Office: Butwal | Contact Number: 071-530002,S.No: 72 | District: Rupendahi | Contact Office: Butwal | Contact Number: 071-530002,
https://www.ntc.net.np/services/fiber-to-the-home-ftth,NT | Fiber To The Home - FTTH,S.No,table,What is the information about 'S.No' from NT | Fiber To The Home - FTTH?,S.No: 73 | District: Rupendahi | Contact Office: Suryapura | Contact Number: 071-520599,S.No: 73 | District: Rupendahi | Contact Office: Suryapura | Contact Number: 071-520599,
https://www.ntc.net.np/services/fiber-to-the-home-ftth,NT | Fiber To The Home - FTTH,S.No,table,What is the information about 'S.No' from NT | Fiber To The Home - FTTH?,S.No: 74 | District: Rupendahi | Contact Office: Mangalapur | Contact Number: 071-560000,S.No: 74 | District: Rupendahi | Contact Office: Mangalapur | Contact Number: 071-560000,
https://www.ntc.net.np/services/fiber-to-the-home-ftth,NT | Fiber To The Home - FTTH,S.No,table,What is the information about 'S.No' from NT | Fiber To The Home - FTTH?,S.No: 75 | District: Salyan | Contact Office: Salyan | Contact Number: 088-520100,S.No: 75 | District: Salyan | Contact Office: Salyan | Contact Number: 088-520100,
https://www.ntc.net.np/services/fiber-to-the-home-ftth,NT | Fiber To The Home - FTTH,S.No,table,What is the information about 'S.No' from NT | Fiber To The Home - FTTH?,"S.No: 76 | District: Sindhuli | Contact Office: Khurkot | Contact Number: 047-520111, 047-520222","S.No: 76 | District: Sindhuli | Contact Office: Khurkot | Contact Number: 047-520111, 047-520222",
https://www.ntc.net.np/services/fiber-to-the-home-ftth,NT | Fiber To The Home - FTTH,S.No,table,What is the information about 'S.No' from NT | Fiber To The Home - FTTH?,"S.No: 77 | District: Sindhupanchowk | Contact Office: Tatopani | Contact Number: 011-480131, 011-480100","S.No: 77 | District: Sindhupanchowk | Contact Office: Tatopani | Contact Number: 011-480131, 011-480100",
https://www.ntc.net.np/services/fiber-to-the-home-ftth,NT | Fiber To The Home - FTTH,S.No,table,What is the information about 'S.No' from NT | Fiber To The Home - FTTH?,"S.No: 78 | District: Sindhupanchowk | Contact Office: Chautara | Contact Number: 011-620011, 011-620001","S.No: 78 | District: Sindhupanchowk | Contact Office: Chautara | Contact Number: 011-620011, 011-620001",
https://www.ntc.net.np/services/fiber-to-the-home-ftth,NT | Fiber To The Home - FTTH,S.No,table,What is the information about 'S.No' from NT | Fiber To The Home - FTTH?,"S.No: 79 | District: Sindhupanchowk | Contact Office: Barabise | Contact Number: 011-489200, 011-489002","S.No: 79 | District: Sindhupanchowk | Contact Office: Barabise | Contact Number: 011-489200, 011-489002",
https://www.ntc.net.np/services/fiber-to-the-home-ftth,NT | Fiber To The Home - FTTH,S.No,table,What is the information about 'S.No' from NT | Fiber To The Home - FTTH?,"S.No: 80 | District: Solukhumbu | Contact Office: Lukla | Contact Number: 038-550011, 038-550001","S.No: 80 | District: Solukhumbu | Contact Office: Lukla | Contact Number: 038-550011, 038-550001",
https://www.ntc.net.np/services/fiber-to-the-home-ftth,NT | Fiber To The Home - FTTH,S.No,table,What is the information about 'S.No' from NT | Fiber To The Home - FTTH?,"S.No: 81 | District: Sunsari | Contact Office: Itahari | Contact Number: 025-587000, 025-588000","S.No: 81 | District: Sunsari | Contact Office: Itahari | Contact Number: 025-587000, 025-588000",
https://www.ntc.net.np/services/fiber-to-the-home-ftth,NT | Fiber To The Home - FTTH,S.No,table,What is the information about 'S.No' from NT | Fiber To The Home - FTTH?,"S.No: 82 | District: Sunsari | Contact Office: Inaruwa | Contact Number: 025-565444, 025-565555","S.No: 82 | District: Sunsari | Contact Office: Inaruwa | Contact Number: 025-565444, 025-565555",
https://www.ntc.net.np/services/fiber-to-the-home-ftth,NT | Fiber To The Home - FTTH,S.No,table,What is the information about 'S.No' from NT | Fiber To The Home - FTTH?,"S.No: 83 | District: Surkhet | Contact Office: Surkhet | Contact Number: 083-520500, 083-520666","S.No: 83 | District: Surkhet | Contact Office: Surkhet | Contact Number: 083-520500, 083-520666",
https://www.ntc.net.np/services/fiber-to-the-home-ftth,NT | Fiber To The Home - FTTH,S.No,table,What is the information about 'S.No' from NT | Fiber To The Home - FTTH?,"S.No: 84 | District: Tanahu | Contact Office: Damauli | Contact Number: 065-563666, 065-560444","S.No: 84 | District: Tanahu | Contact Office: Damauli | Contact Number: 065-563666, 065-560444",
https://www.ntc.net.np/services/fiber-to-the-home-ftth,NT | Fiber To The Home - FTTH,S.No,table,What is the information about 'S.No' from NT | Fiber To The Home - FTTH?,S.No: 85 | District: Tanahu | Contact Office: Dulegaunda | Contact Number: 065-571444,S.No: 85 | District: Tanahu | Contact Office: Dulegaunda | Contact Number: 065-571444,
https://www.ntc.net.np/services/fiber-to-the-home-ftth,NT | Fiber To The Home - FTTH,S.No,table,What is the information about 'S.No' from NT | Fiber To The Home - FTTH?,S.No: 86 | District: Tanahu | Contact Office: Abukhaireni | Contact Number: 065-540122,S.No: 86 | District: Tanahu | Contact Office: Abukhaireni | Contact Number: 065-540122,
https://www.ntc.net.np/services/fiber-to-the-home-ftth,NT | Fiber To The Home - FTTH,General,paragraph,What information is available on NT | Fiber To The Home - FTTH?,EN English नेपाली Self Care Register Login Change Password Change Password FTTH - Double मज्जा Offer1 Namaste Wi-Fi Tariff ftth-test-tariff,EN English नेपाली Self Care Register Login Change Password Change Password FTTH - Double मज्जा Offer1 Namaste Wi-Fi Tariff ftth-test-tariff,eSIM: https://esim.ntc.net.np | Career: https://www.ntc.net.np/post/new-career | Offers: https://www.ntc.net.np/post/summer-package | Offers: https://offer.ntc.net.np/ | Email: https://webmail.ntc.net.np/ | NTTV - FAQ: https://cms.ntc.net.np/storage/media/167PnKLbj2Ao6dRWadUuoh1TfOoXimPsmEXIPcqh.pdf | NT TV Form: https://cms.ntc.net.np/storage/media/CxzcNcI0qMbuGlPYxeH5OmS3yosZURZMi2fQx4VE.pdf | https://www.ntc.net.np/downloads: https://beta.ntc.net.np/downloads | FTTH Tariff: https://www.ntc.net.np/tariff/ftth-tariff
https://www.ntc.net.np/services/fiber-to-the-home-ftth,NT | Fiber To The Home - FTTH,Fiber To The Home - FTTH,paragraph,What is the information about 'Fiber To The Home - FTTH' from NT | Fiber To The Home - FTTH?,Enjoy Everything from a Single Fiber!!,Enjoy Everything from a Single Fiber!!,eSIM: https://esim.ntc.net.np | Career: https://www.ntc.net.np/post/new-career | Offers: https://www.ntc.net.np/post/summer-package | Offers: https://offer.ntc.net.np/ | Email: https://webmail.ntc.net.np/ | NTTV - FAQ: https://cms.ntc.net.np/storage/media/167PnKLbj2Ao6dRWadUuoh1TfOoXimPsmEXIPcqh.pdf | NT TV Form: https://cms.ntc.net.np/storage/media/CxzcNcI0qMbuGlPYxeH5OmS3yosZURZMi2fQx4VE.pdf | https://www.ntc.net.np/downloads: https://beta.ntc.net.np/downloads | FTTH Tariff: https://www.ntc.net.np/tariff/ftth-tariff
https://www.ntc.net.np/services/fiber-to-the-home-ftth,NT | Fiber To The Home - FTTH,How to Subscribe:,paragraph,What is the information about 'How to Subscribe:' from NT | Fiber To The Home - FTTH?,Contact the nearest NT office to check availability at your location. Fill the service registration form for FTTH in-service counter. Available at: https://www.ntc.net.np/downloads Check FTTH Tariff for package and price details Submit the form to the concerned NT office Support and Complain Registration Complain Registration: Dial 198 and select option 1 Available Locations: FTTH is currently available in the following locations.,Contact the nearest NT office to check availability at your location. Fill the service registration form for FTTH in-service counter. Available at: https://www.ntc.net.np/downloads Check FTTH Tariff for package and price details Submit the form to the concerned NT office Support and Complain Registration Complain Registration: Dial 198 and select option 1 Available Locations: FTTH is currently available in the following locations.,eSIM: https://esim.ntc.net.np | Career: https://www.ntc.net.np/post/new-career | Offers: https://www.ntc.net.np/post/summer-package | Offers: https://offer.ntc.net.np/ | Email: https://webmail.ntc.net.np/ | NTTV - FAQ: https://cms.ntc.net.np/storage/media/167PnKLbj2Ao6dRWadUuoh1TfOoXimPsmEXIPcqh.pdf | NT TV Form: https://cms.ntc.net.np/storage/media/CxzcNcI0qMbuGlPYxeH5OmS3yosZURZMi2fQx4VE.pdf | https://www.ntc.net.np/downloads: https://beta.ntc.net.np/downloads | FTTH Tariff: https://www.ntc.net.np/tariff/ftth-tariff
https://www.ntc.net.np/services/fiber-to-the-home-ftth,NT | Fiber To The Home - FTTH,Join our Newsletters,paragraph,What is the information about 'Join our Newsletters' from NT | Fiber To The Home - FTTH?,Receive the latest news and exclusive offers © 2026 Nepal Telecom. All Rights Reserved. 4G/LTE Band Check,Receive the latest news and exclusive offers © 2026 Nepal Telecom. All Rights Reserved. 4G/LTE Band Check,eSIM: https://esim.ntc.net.np | Career: https://www.ntc.net.np/post/new-career | Offers: https://www.ntc.net.np/post/summer-package | Offers: https://offer.ntc.net.np/ | Email: https://webmail.ntc.net.np/ | NTTV - FAQ: https://cms.ntc.net.np/storage/media/167PnKLbj2Ao6dRWadUuoh1TfOoXimPsmEXIPcqh.pdf | NT TV Form: https://cms.ntc.net.np/storage/media/CxzcNcI0qMbuGlPYxeH5OmS3yosZURZMi2fQx4VE.pdf | https://www.ntc.net.np/downloads: https://beta.ntc.net.np/downloads | FTTH Tariff: https://www.ntc.net.np/tariff/ftth-tariff
https://www.ntc.net.np/services/adsl-service,NT | ADSL Service,General,paragraph,What information is available on NT | ADSL Service?,EN English नेपाली Self Care Register Login Change Password Change Password ADSL Registration Form ADSL - Volume Based with BoD How to Subscribe ADSL ? ADSL Modem (CPE) Configuration Compatible ADSL Routers and their Vendors,EN English नेपाली Self Care Register Login Change Password Change Password ADSL Registration Form ADSL - Volume Based with BoD How to Subscribe ADSL ? ADSL Modem (CPE) Configuration Compatible ADSL Routers and their Vendors,eSIM: https://esim.ntc.net.np | Career: https://www.ntc.net.np/post/new-career | Offers: https://www.ntc.net.np/post/summer-package | Offers: https://offer.ntc.net.np/ | Email: https://webmail.ntc.net.np/ | ADSL Registration Form: https://cms.ntc.net.np/storage/media/R1nNGqoOyYN8fboazk326e3ecIcL07WDDnIE2zYG.pdf
https://www.ntc.net.np/services/adsl-service,NT | ADSL Service,More Wireline Services,paragraph,What is the information about 'More Wireline Services' from NT | ADSL Service?,"Fiber To The Home - FTTH Dedicated Lease Connectivity This service is available in most of PSTN Offices. Broadband service is being provided through the deployment of ADSL 2+ technologies, a type of digital subscriber line (DSL). Please check your payment receipt for username and password of customer care interface. Example Login ID: wsc_12345 Since the default username and passwords are set to be same, customers are requested to change it soon as they log into the portal. Click here to access new customer self-care URL. Important Note: If you are using your ADSL Connection in Routing Mode, Please change your authentication mode to AUTO or PAP in your ADSL router. ADSL Modem Vendors ADSL Modem(CPE) Configuration Monthly and 3-monthly packages are avaliable for subscription. schemes available: 5 mbps. The subscription can be done at Nepal Telecom counters where the ADSL services are available. Monthly port charge for the subscribed ADSL service shall be included in the regular Telephone Bill. Subscription charge shall be paid at the time of registration. Recurring usage charges (monthly or 3-monthly) shall be on prepaid basis.","Fiber To The Home - FTTH Dedicated Lease Connectivity This service is available in most of PSTN Offices. Broadband service is being provided through the deployment of ADSL 2+ technologies, a type of digital subscriber line (DSL). Please check your payment receipt for username and password of customer care interface. Example Login ID: wsc_12345 Since the default username and passwords are set to be same, customers are requested to change it soon as they log into the portal. Click here to access new customer self-care URL. Important Note: If you are using your ADSL Connection in Routing Mode, Please change your authentication mode to AUTO or PAP in your ADSL router. ADSL Modem Vendors ADSL Modem(CPE) Configuration Monthly and 3-monthly packages are avaliable for subscription. schemes available: 5 mbps. The subscription can be done at Nepal Telecom counters where the ADSL services are available. Monthly port charge for the subscribed ADSL service shall be included in the regular Telephone Bill. Subscription charge shall be paid at the time of registration. Recurring usage charges (monthly or 3-monthly) shall be on prepaid basis.",eSIM: https://esim.ntc.net.np | Career: https://www.ntc.net.np/post/new-career | Offers: https://www.ntc.net.np/post/summer-package | Offers: https://offer.ntc.net.np/ | Email: https://webmail.ntc.net.np/ | ADSL Registration Form: https://cms.ntc.net.np/storage/media/R1nNGqoOyYN8fboazk326e3ecIcL07WDDnIE2zYG.pdf
https://www.ntc.net.np/services/adsl-service,NT | ADSL Service,Join our Newsletters,paragraph,What is the information about 'Join our Newsletters' from NT | ADSL Service?,Receive the latest news and exclusive offers © 2026 Nepal Telecom. All Rights Reserved. 4G/LTE Band Check,Receive the latest news and exclusive offers © 2026 Nepal Telecom. All Rights Reserved. 4G/LTE Band Check,eSIM: https://esim.ntc.net.np | Career: https://www.ntc.net.np/post/new-career | Offers: https://www.ntc.net.np/post/summer-package | Offers: https://offer.ntc.net.np/ | Email: https://webmail.ntc.net.np/ | ADSL Registration Form: https://cms.ntc.net.np/storage/media/R1nNGqoOyYN8fboazk326e3ecIcL07WDDnIE2zYG.pdf
https://www.ntc.net.np/services/international-roaming,NT | International Roaming,General,paragraph,What information is available on NT | International Roaming?,EN English नेपाली Self Care Register Login Change Password Change Password International Services Data Package (Summer) Unlimited Hourly Data Pack Unlimited Fb/Youtube Pack Sajilo Prepaid Pack Postpaid Rental Included Packages Unlimited Night Packs Unlimited TikTok Packs Recurring Postpaid Sajilo Offers International Outgoing SMS,EN English नेपाली Self Care Register Login Change Password Change Password International Services Data Package (Summer) Unlimited Hourly Data Pack Unlimited Fb/Youtube Pack Sajilo Prepaid Pack Postpaid Rental Included Packages Unlimited Night Packs Unlimited TikTok Packs Recurring Postpaid Sajilo Offers International Outgoing SMS,eSIM: https://esim.ntc.net.np | Career: https://www.ntc.net.np/post/new-career | Offers: https://www.ntc.net.np/post/summer-package | Offers: https://offer.ntc.net.np/ | Email: https://webmail.ntc.net.np/ | GSM Prepaid Tariff/Rate: http://www.ntc.net.np/tariff/international-roaming-tariff-gsm-prepaid | Category A: Discounted Tariff/Rate: http://www.ntc.net.np/tariff/discounted-tariff-postpaid-roaming | Category B: Standard Tariff/Rate: http://www.ntc.net.np/tariff/standard-tariff-postpaid-roaming | Data Roaming Pack (for both Postpaid & Prepaid): https://www.ntc.net.np/post/international-roaming-data-package
